name,lat,lon,alt,city,icao,iata
Hosteria San Huberto Airport,-39.70388794,-71.16999817,2810,Junin de Los Andes,,
Iriberri Airport,-38.4769,-58.8056,108,Necochea,,
Islas Del Ibicuy Airport,-33.75,-58.7,19,Islas del Ibicuy,,
La Carlota Airport,-33.45000076,-63.34999847,505,La Carlota,,
La Chacra Airport,-34.8119,-62.5225,357,Ameghino,,
La Esmeralda Airport,-29.9939,-57.8378,265,Libertad,,
La Lucía Airport,-33.0119,-61.0608,239,Pujato,,
La Madrugada Airport,-38.0036,-59.3489,449,Juan N. Fernández,,
La Mariela Airport,-35.7828,-61.9342,282,Pehuajó,,
La Zulema Airport,-32.4897,-62.6714,423,Bell Ville,,
Las Lilas Airport,-35.1328,-62.2175,350,Pasteur,,
Malabrigo Airport,-29.35,-59.9667,177,Malabrigo,,
Match Point Airport,-34.5161,-59.1339,82,Luján,,
Montes De Oca Airport,-32.5811,-61.8408,62,Montes de Oca,,
Ñancu Airport,-35.6161,-63.7508,446,General Pico,,
Pedro Ferrari Airport,-32.9278,-62.4336,354,Monte Buey,,
Petrazzini Airport,-38.3478,-60.2761,350,Tres Arroyos,,
Petruk Airport,-27.0878,-58.6694,177,Las Palmas,,
Pettilep Airport,-33.005,-61.0194,200,Pujato,,
Pettilep II Airport,-32.8039,-60.7989,180,Ricardone,,
Puerta De Avalos Airport,-24.31444359,-65.24694061,3904,Jujuy,,
Pulverizaciones M.H. Airport,-27.4831,-61.6486,318,Gancedo,,
Saldungaray Airport,-38.2163887,-61.7508316,747,Saldungaray,,
San Cayetano Airport,-38.3339,-59.6303,328,San Cayetano,,
San Gregorio Airport,-34.3169,-62.0192,347,San Gregorio,,
San Ignacio Airport,-39.84749985,-70.8638916,2267,Junin de Los Andes,,
San José De La Dormida Airport,-30.27750015,-63.85749817,1387,San José de La Dormida,,
Santo Tomás De La Sierra Airport,-38.26666641,-61.83333206,895,Saldungaray,,
Savesa Airport,-33.7792,-61.9775,360,Venado Tuerto,,
Sigfrido Rohr Aviagro Srl Airport,-34.8306,-62.4678,360,Ameghino,,
Skare Airport,-34.35718331,-60.15598297,196,Salto,,
Termal Airport,-26.75361061,-60.49222183,308,Presidencia Roque Sáenz Peña,SARS,PRQ
Timboy Airport,-30.2236,-57.8444,213,Monte Caseros,,
Trevelin Airport,-43.08499908,-71.47528076,1302,Trevelin,,
Casilda Fumigaciones Airport,-33.174722,-61.2,259,Sanford,,
Yapeyú Airport,-29.444,-56.824,173,Yapeyú,,
Berrini Heliport,-31.4397,-64.3433,1811,Córdoba,,
Campanopolis Heliport,-34.625,-58.6017,19,La Matanza,,
Casa De Lata Heliport,-39.8153,-71.1681,3221,Junín de Los andes,,
Country Club San Diego Heliport,-34.6006,-58.8414,71,Moreno,,
Dayry Partners Americas Manufacturing Argentina Sa Heliport,-32.44,-63.2289,639,Villa Nueva,,
Dr. Mariano Moreno Heliport,-34.5631,-58.7903,104,José C. Paz,,
Estancia La Pascuala Heliport,-37.3936,-58.9661,721,Tandil,,
Heliplataforma Barcaza Yagana Heliport,-52.5225,-68.2806,49,Barcaza Yagana,,
Heliplataforma Buque Skandi Patagonia Heliport,-52,-67,,Buque Skandi,,
Heliplataforma Equipo Modular M-10 Heliport,-52.5489,-68.3119,108,,,
Metalúrgico Heliport,-33.3617,-60.2511,88,San Nicolás de Los Arroyos,,
Pachón Minera Heliport,-31.7597,-70.4128,11810,"Pachón, Calingasta",,
Pernigotti Heliport,-27.7708,-64.2278,475,La Banda,,
Policia De La Provincia De Mendoza Heliport,-32.8783,-68.8681,2646,Mendoza,,
Roca Heliport,-32.06,-64.7794,3444,Yacanto de Calamuchita,,
S.A.N.A. Heliport,-27.5494,-55.3336,905,Leandro N. Alem,,
Austral S.A. Heliport,-52.7386,-68.5725,290,Yacimiento Cañadón Alfs,,
General Alvear Airport,-35.9783,-59.9061,164,General Alvear,,
San Patricio Airport,-34.0403,-59.6944,147,Capitán Sarmiento,,
La Cura Malal Airport,-34.0536,-60.1369,121,Arrecifes,,
Cañuelas Gas SA Heliport,-35.0583,-58.7883,95,Cañuelas,,
Colonia La Capilla Heliport,-34.9167,-58.2508,82,Florencio Varela,,
Miguel Colombise Heliport,-33.3617,-60.2511,88,San Nicolás,,
Piero Vara Heliport,-34.4328,-58.9722,39,Pilar,,
Rio Cullen II Heliplatform,-52.8364,-68.1789,127,Santa Cruz,,
La Argentina Airport,-35.996667,-62.705278,311,Trenque Lauquen,,
La Paz Airport,-33.467,-67.55,,La Paz,SAMP,
Lago Musters Airport,-45.57777778,-69.07277778,883,Sarmiento,SAVM,
Agroaire Airport,-27.476346,-61.624434,330,Gancedo,,
Aeroclub de El Chaltén Alf. G.N.A. Walter Omar D Anna,-49.328889,-72.93,1279,,,
Hipólito Yrigoyen Lago Posadas Airport,-47.565833,-71.74,,,,
Puerto Piramides Airport,-42.550804,-64.269397,,,,
Punta Delgada Field,-42.764154,-63.643799,,,,
Camerones Field,-44.76667,-65.71667,,,,
Caleta Valdés Field,-42.454874,-63.61908,,,,
Telsen,-42.383333,-66.95,,,,
Gan Gan Field,-42.521363,-68.287861,,,,
Gastre Field,-42.276165,-69.221892,,,,
Cushamen Field,-42.17195981,-70.666176,,,,
Las Plumas Filed,-43.729305,-67.284822,,,,
Baker Flying Service Airport,33.10850143,-91.25009918,116,Eudora,AR01,
Johnson County Regional Hospital Heliport,35.44480133,-93.44490051,491,Clarksville,AR02,
Centerville Airstrip,35.11869812,-93.20159912,350,Centerville,AR03,
Gunem Field,36.26169968,-94.24829865,1214,Cave Springs,AR04,
John Harris Field,35.21590042,-93.30490112,1770,Chickala,AR05,
Cantrell Farms Airport,35.23249817,-92.34329987,325,Conway,AR06,
Ashley County Hospital Heliport,33.14179993,-91.9335022,164,Crossett,AR07,
Flying Machines Airstrip,36.31529999,-93.66660309,1150,Eureka Springs,AR08,
Bella Vista Field,36.41389847,-94.43890381,1200,Gravette,AR09,
Greenwalt Company Airport,34.80670166,-91.60829926,232,Hazen,AR10,
Ozark Aerodrome,36.28889847,-94.09030151,1270,Rogers,AR11,
Mc Donald's Strip,35.3205986,-92.01869965,700,Rose Bud,AR12,
Pearson Field,34.98619843,-92.63349915,300,Bigelow,AR13,
Burns Aerodrome,34.98339844,-90.9151001,207,Palestine,AR17,
Gerrard Airport,34.77149963,-90.8404007,205,Marianna,AR18,
Wesson-Davis Field,35.21289825,-93.75209808,570,Paris,AR19,
Lawrence Memorial Heliport,36.07369995,-90.96849823,265,Walnut Ridge,AR20,
St Edward Mercy Medical Center Heliport,35.35559845,-94.35019684,454,Fort Smith,AR21,
Tommy's Flying Service Inc Airport,34.38150024,-91.95850372,215,Sherrill,AR22,
Cedar Creek Ranch Airport,35.13339996,-93.47519684,420,Belleville,AR23,
White River Medical Center Heliport,35.76810074,-91.63459778,360,Batesville,AR24,
Vilonia Airport,35.11869812,-92.18930054,590,Vilonia,AR25,
Lollars Creek Farm Airport,35.93899918,-93.84570313,1430,Wesley,AR27,
Odom Field,34.93930054,-92.02459717,280,Cabot,AR28,
Uams Heliport,34.7478981,-92.33959961,360,Little Rock,AR29,
Baptist Memorial Hospital-Blytheville Heliport,35.94340134,-89.91649628,254,Blytheville,AR30,
C. Andrew Laird Heliport,33.61389923,-112.2730026,1140,Sun City,AR31,
Dardanelle Hospital Heliport,35.22090149,-93.15270233,320,Dardanelle,AR32,
Honey Hill Heliport,35.23339844,-91.78739929,340,Searcy,AR33,
Pine Village Airport,34.98199844,-92.44519806,610,Mayflower,AR34,
Henson Farm Airport,36.08670044,-94.10520172,1420,Fayetteville,AR35,
Medi-Port Heliport,36.33340073,-94.13349915,1350,Rogers,AR36,
St Michael Hospital Heliport,33.4272995,-94.042099,1100,Texarkana,AR37,
Arkansas National Guard Emergency Access Heliport,35.2195015,-93.17990112,399,Dardanelle,AR38,
Sparks Regional Medical Center Heliport,35.3769989,-94.42019653,460,Fort Smith,AR40,
Carroll General Hospital Heliport,36.35900116,-93.55210114,1280,Berryville,AR41,
Ouachita County Medical Center Heliport,33.57649994,-92.83540344,212,Camden,AR42,
Brickey Private Airport,35.10010147,-92.78350067,320,Morrilton,AR43,
Flying W Airport,33.51259995,-94.0134964,265,Texarkana,AR44,
St Vincent Infirmary Heliport,34.75059891,-92.34069824,435,Little Rock,AR45,
Penrose Airport,35.18930054,-91.04850006,220,Mc Crory,AR46,
Warner Brown Hospital Heliport,33.21350098,-92.66790009,212,El Dorado,AR47,
Union Medical Center Heliport,33.21459961,-92.66790009,265,El Dorado,AR48,
Veterans Administration Heliport,36.07920074,-94.15910339,1453,Fayetteville,AR49,
Hess Strip,35.26679993,-90.98349762,180,Wynne,AR50,
Smith Heliport,36.22399902,-93.57820129,1200,Berryville,AR51,
Hazen Heliport,34.78039932,-91.58260345,230,Hazen,AR52,
Randolph County Medical Center Heliport,36.28919983,-90.99539948,433,Pocahontas,AR53,
Ralph Fulmer Field,34.91870117,-91.9151001,245,Cabot,AR54,
R.V. Stewart Field,34.7397995,-92.09010315,251,North Little Rock,AR55,
Amos Airport,35.60010147,-91.4335022,240,Oil Trough,AR56,
De Witt City Hospital Heliport,34.27930069,-91.33869934,190,De Witt,AR59,
Methodist Hospital of Jonesboro Heliport,35.80870056,-90.66649628,260,Jonesboro,AR60,
Chicot Memorial Hospital Heliport,33.30530167,-91.28919983,125,Lake Village,AR61,
Arkansas Children's Hospital Heliport,34.74269867,-92.29370117,440,Little Rock,AR62,
Mc Gehee Desha County Hospital Heliport,33.61840057,-91.39230347,140,Mc Gehee,AR63,
White River Airport,35.9211998,-92.00509644,310,Melbourne,AR64,
St Anthony's Medical Center Heliport,35.16759872,-92.7220993,400,Morrilton,AR65,
Pike County Hospital Heliport,34.04980087,-93.68409729,335,Murfreesboro,AR66,
Grandview Street Heliport,35.70040131,-89.9756012,244,Osceola,AR67,
Fulton County Hospital Heliport,36.3830986,-91.81020355,700,Salem,AR68,
Siloam Springs Memorial Hospital Heliport,36.18149948,-94.54109955,1140,Siloam Springs,AR69,
Bradley County Memorial Hospital Heliport,33.61040115,-92.05930328,200,Warren,AR70,
Hospital Heliport,35.46760178,-93.4190979,491,Clarksville,AR71,
Baptist Memorial Hospital-Fc Heliport,35.03900146,-90.77339935,350,Forrest City,AR72,
Piggott Community Hospital Heliport,36.38980103,-90.20200348,272,Piggott,AR73,
Cross County Hospital Heliport,35.2201004,-90.78649902,265,Wynne,AR74,
Burns Funeral Home Parking Lot Heliport,36.23260117,-92.6882019,670,Yellville,AR75,
Augusta Heliport,35.2887001,-91.35849762,212,Augusta,AR76,
Helena Hospital Heliport,34.50979996,-90.62619781,215,Helena,AR77,
White County Medical Center Heliport,35.23339844,-91.73210144,260,Searcy,AR78,
Flying G Ranch Airport,33.69319916,-91.37960052,150,Tillar,AR79,
North Arkansas Medical Center Heliport,36.23649979,-93.10929871,1150,Harrison,AR80,
Katheryn's Landing Airport,34.16230011,-92.60379791,250,Leola,AR81,
Gillespie Strip,34.1711998,-92.69599915,492,Leola,AR82,
Heard Airport,34.17620087,-92.7009964,500,Leola,AR83,
Bobwhite Hill Ranch Airport,34.96649933,-92.29930115,350,Mayflower,AR84,
Drew Memorial Hospital Heliport,33.62009811,-91.8259964,296,Monticello,AR85,
Ano Heliport,35.30810165,-93.22429657,350,Russellville,AR86,
Crawford Memorial Hospital Heliport,35.43450165,-94.33989716,467,Van Buren,AR87,
Poe's Airport,35.05479813,-92.35399628,295,Conway,AR88,
Landers Loop Airport,35.40010071,-93.06600189,730,Dover,AR89,
Stephens Heliport,34.73649979,-92.50879669,550,Little Rock,AR90,
Circle S Farms Airport,36.22589874,-94.03209686,1200,Lowell,AR91,
Harris Hospital and Clinic Heliport,35.6086998,-91.26509857,225,Newport,AR92,
Ark-Mo Airport,36.48559952,-90.28040314,308,Pollard,AR93,
Squirrel Run Airport,35.48540115,-94.13829803,415,Dyer,AR94,
Arkansas Methodist Hospital Heliport,36.05089951,-90.49819946,326,Paragould,AR95,
Chael Airport,35.2201004,-92.49649811,320,Wooster,AR97,
Johnson Field,35.26449966,-91.18900299,208,Mc Crory,AR98,
Aragip Airport,-9.883333333,149.4833333,1750,,,ARP
Asbury Park Neptune Air Terminal,40.21930556,-74.09083333,95,Asbury Park,,ARX
Tau Airport,-14.22920036,-169.5110016,185,Tau Village,,TAV
Public Safety Heliport,33.5381012,-112.1829987,3995,Glendale,AS89,
Asirim Airport,-6.009722222,150.3686111,1050,,,ASZ
Pöchlarn-Wörth Heliport,48.21473694,15.25542355,709,Pöchlarn-Wörth,,
Scalaria Airchallenge Water Landing Area,47.73470543,13.4438324,,Lake Wolfgang,,
Bad Tatzmannsdorf PVA Hospital Helipad,47.33072,16.22207,1247,Bad Tatzmannsdorf,,
Güssing Hospital Helipad,47.04977,16.3217,731,Güssing,,
Namatanai Airport,-3.6695,152.438,150,Namatanai,AYNX,ATN
Aitape Airport,-3.143611111,142.3468056,10,Aitape,AYAI,ATP
Utai Airstrip,-3.386,141.5868,707,Utai,ATUA,
Hopetoun Airfield,-33.90850067,120.1470032,,Hopetoun,,
Dwellingup Airstrip,-32.69269943,116.0749969,,Dwellingup,,
Tjukayirla Roadhouse Airstrip,-27.15519905,124.5849991,,,,
Langley Park Airstrip,-31.96122932,115.8678665,11,Perth,,
Myrup fly in estate Airport,-33.79370117,121.9580002,,,,
Harrismith Airport,-32.94184494,117.865448,900,Harrismith,,
Kulin Airport,-32.67219925,118.1689987,1000,,,
Althorpe Lighthouse Airstrip,-35.37070084,136.8609924,1000,Althorpe Islands,,
Pinjarra North Airstrip,-32.58039856,115.8850021,,Pinjarra,,
Pinjarra Skydiving Airstrip,-32.6665196,115.8817452,,Pinjarra,,
Wheeler Field,-32.787491,115.7894826,,,,
Lake Clifton Airstrip,-32.79093552,115.6708832,11,Lake Clifton,,
Between Lakes Private Airstrip,-32.84999847,115.6399994,,,,
Abrolhos East Wallabi Island Airport,-28.43785,113.7355833,,Abrolhos,,
Bremer Bay Airport,-34.38056183,119.3319473,100,Bremer Bay,,
Middlebrook Station Scone Airstrip,-31.97116852,150.8114777,900,Middlebrook Station,,
Lily Dutch Windmill Airstrip,-34.22500229,118.2161484,655,,,
Preston Field - Blair Howe,-33.01879883,115.7009964,20,,,
Avoca Airport,-41.78170013,147.7194061,700,Avoca,,
Kukerin,-33.17490005,118.0849991,850,Kukerin WA,,
Karijini National Park,-22.4871006,118.4680023,2325,"Dept. of Conservation, Karijini National Park (08 9189 8157)",,
Cardabia Station Airstrip,-23.10602379,113.8052292,5,Indigenous Land Corporation,,
Woodbury Airfield,-42.16777802,147.4458313,713,,,
Port Fairy,-38.36196518,142.2642212,10,,,
Northcliffe Airstrips (needs confirmation),-34.6590004,116.1520004,,,,
Yuin Station,-27.98333359,116.0333328,970,,,
Boobyalla Airfield,-40.89916611,147.8647156,50,,,
Moonambel Airfield,-36.97166824,143.2861176,1100,,,
Stirling Range Retreat,-34.31240082,118.185997,,,,
Frankland Valley Vineyard,-34.34769821,116.9520035,825,Frankland Valley Vineyard or Ferngrove Winery,,
Avon Valley NP Airstrip,-31.60554886,116.2613144,980,,,
White Gum Farm,-31.86709976,116.9390335,1000,,,
Tardun Christian Brothers airfield,-28.70870018,115.8176498,,,,
Royal Prince Alfred Hospital Helipad,-33.88933182,151.1836853,,Sidney,,
Royal North Shore Hospital Helipad,-33.82225037,151.1896362,,Sidney,,
New Norcia airstrip,-30.96663,116.21547,,New Norcia,,
New Norcia North,-30.92100274,116.2399864,,,,
Abrolhos North Island,-28.29981667,113.5958,1,,YNTI,
Abrolhos Island,-28.4754063,113.6891842,,,,
Kilcoy Airfield,-26.97138889,152.5697222,,Kilcoy,,
Maitraya Resort Airstrip,-34.98746434,118.055563,200,http://www.maitraya.com,,
Hutt River Airstrip,-28.07122297,114.4773674,,Nain,,
Chittering Airstrip,-31.52119082,116.1472893,,Chittering,,
Trawalla Airport,-37.43874736,143.4589577,900,,,
Pomonal Airstrip,-37.230559,142.677165,,,,
Lake Eyre North,-28.41666667,137.3,,,,
Yardie Homestead,-21.88404026,114.0065646,,,,
Kulin Bush Races Strip,-32.66444444,118.3108333,950,Kulin,,
Kooringal Airstrip,-27.34583333,153.4258333,25,,,
Huntfield Airfield,-35.17254545,138.4936094,,Morphett Vale,,
Baralaba,-24.18666667,149.845,340,Baralaba,YBAB,
Lake Omeo Dry Lake Ultralightport,-36.96175738,147.6727295,,,,
Snowy Range Airfield,-37.34857341,146.7660463,5200,,,
Delatite Airstrip,-37.145053,146.159431,1164,Delatite,,
West Angelas Airport,-23.13555556,118.7072222,2340,,YANG,
Milyakburra Airport,-13.78083333,136.2016667,85,Bickerton Island,,BCZ
Brooms Head Heliport,-29.6068,153.332,21,Brooms Head,,
Cowal Gold Mine Helipad,-33.6553,147.40036,705,West Wyalong,,
Blackwater Hospital Helipad,-23.57128,148.877856,550,Blackwater,,
Royal Brisbane Hospital Helipad Charlie,-27.44993,153.02759,150,Brisbane,YRBH,
Inverell Hospital Helipad,-29.771624,151.13098,2014,Inverell,,
Blackheath - NPWS Helipad,-33.628062,150.306706,3316,Blackheath - NPWS,,
Lismore - Mortimer Oval Helicopter Landing Site,-28.808344,153.284455,31,Lismore,,
Lismore Helibase,-28.801211,153.288242,32,Lismore,,
Long Reef Helipad,-33.73922,151.31033,30,Collaroy,,
Seventeen Seventy Heliport,-24.1828,151.8826,33,Seventeen Seventy,,
Adelaide River Heliport,-13.2362,131.10796,185,Adelaide River,,
Amity Heliport,-27.4031,153.44,19,Amity,,
Appin Colliery Helipad,-34.2098,150.7914,837,Appin,,
Baal Bone Colliery Helipad,-33.26958,150.05846,2840,Lithgow,,
Sherlock Ultralight Airfield,-35.32027778,139.7925222,58,Sherlock,,
sherlock aerodrome,-35.32030773,139.7925067,60,,,
Warroora Station Airstrip,-23.47487,113.79925,35,Warroora Station,,
Longford Heliport,-38.21962,147.16922,174,Bass Straight Oil and Gas industry,,
Horse Hair Plain Aerodrome,-37.0331,147.3055,4555,Hotham,,
West Cliff Colliery Helipad,-34.234073,150.829822,1195,Appin,,
Toonumbar Dam Helipad,-28.61835,152.79353,495,,,
Tucabia Oval Helicopter Landing Site,-29.66,153.1056,25,Tucabia,,
Urbenville Helipad,-28.46907,152.55133,1210,Urbenville,,
Wanda Beach Helipad,-34.040487,151.1635,40,Cronulla,,
Agnew Airport,-12.14560032,142.1490021,,Agnew,,AGW
Alroy Downs Airport,-19.29080009,136.0789948,,Alroy Downs,,AYD
Bolwarra Airport,-17.38829994,144.1690063,,Bolwarra,,BCK
Bloomfield Airport,-15.87360001,145.3300018,66,Bloomfield,,BFC
Batavia Downs Airport,-12.65919971,142.6750031,,Batavia Downs,,BVW
Baniyala Airport,-13.19810009,136.227005,20,Baniyala,,BYX
Coolibah Airport,-15.54829979,130.9620056,,Coolibah,,COB
Cape Flattery Airport,-14.97099972,145.3110046,,Cape Flattery,,CQP
Coorabie Airport,-31.89439964,132.2960052,,Coorabie,,CRJ
Carlton Hill Airport,-15.50189972,128.5339966,,Carlton Hill,,CRY
Cresswell Downs Airport,-17.94799995,135.9160004,,Cresswell Downs,,CSD
Cattle Creek Airport,-17.60700035,131.548996,,Cattle Creek,,CTR
Diamantina Lakes Airport,-23.76169968,141.1450043,,Diamantina Lakes,,DYM
Erldunda Airport,-25.2057991,133.2539978,,Erldunda,,EDD
Elkedra Airport,-21.17250061,135.4440002,,Elkedra,,EKD
Heathlands Airport,-11.73690033,142.5769958,,Heathlands,,HAT
Highbury Airport,-16.42440033,143.1459961,,Highbury,,HIG
Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,,Hayman Island,,HIS
Helenvale Airport,-15.6857996,145.2149963,,Helenvale,,HLV
Kimberley Downs Airport,-17.39780045,124.3550034,,Kimberley Downs,,KBD
Kulgera Airport,-25.84280014,133.2920074,,Kulgera,,KGR
Koolatah Airport,-15.88860035,142.4389954,,Koolatah,,KOH
Yeelirrie Airport,-27.27689934,120.0960007,,Yeelirrie,,KYF
Limbunya Airport,-17.23559952,129.8820038,,Limbunya,,LIB
Macdonald Downs Airport,-22.44400024,135.1990051,,Macdonald Downs,,MNW
Mulga Park Airport,-25.86000061,131.6499939,,Mulga Park,,MUP
Miranda Downs Airport,-17.32889938,141.8860016,,Miranda Downs,,MWY
Camballin Airport,-18.12470055,124.2720032,,Myroodah,,MYO
Noonkanbah Airport,-18.49469948,124.8519974,,Noonkanbah,,NKB
Orchid Beach Airport,-24.95940018,153.3150024,,Orchid Beach,,OKB
Peppimenarti Airport,-14.14420033,130.0910034,83,Peppimenarti,,PEP
Rockhampton Downs Airport,-18.95330048,135.201004,,Rockhampton Downs,,RDA
Sturt Creek Airport,-19.16640091,128.173996,,Sturt Creek,,SSK
Shaw River Airport,-21.51029968,119.3619995,,Shaw River,,SWB
Tom Price Airport,-22.74600029,117.8690033,2300,Tom Price,YTMP,TPR
Torwood Airport,-17.36330032,143.75,,Torwood,,TWP
Warrawagine Airport,-20.84420013,120.7020035,,Warrawagine,,WRW
Whitsunday Airstrip,-20.2670002,148.75,60,Airlie Beach,,WSY
Springvale Airport,-17.78689957,127.6699982,,Springvale,,ZVG
Aua Island Airport,-1.460555556,143.0647222,4,Aua Island,AYND,AUI
Ambunti Airport,-4.215666667,142.8231667,50,Ambunti,AYAT,AUJ
Agaun Airport,-9.930833333,149.3856667,3200,,AYAG,AUP
Austin Robert Mueller Municipal,30.29872235,-97.69978523,,,KAUS,AUS
Aumo Airport,-5.731111111,148.4452778,450,Aumo,AYUM,AUV
Alowe Airport,-0.538055556,9.450277778,600,Wonga Wongue Reserve,,AWE
Awar Airport,-4.124,144.853,35,Awar,,AWR
Kompiam Airport,-5.381666667,143.9247222,5100,,AYAQ,KPM
Arou Airstrip,-5.4951,142.5137,4830,Arou,AYAU,
Bak Airstrip,-5.2685,142.097,5440,Bak,AYBB,
Buka Airport,-5.422319889,154.6730042,11,Buka Island,AYBK,BUA
Biaru Airport,-7.6693,146.7594,4900,Biaru,AYBR,BRP
Begesin Airstrip,-5.3889,145.4472,980,Begesin,AYBS,
Batri Airstrip,-6.5522,143.9441,4510,Batri,AYBT,
Blackwara Airport,-2.618211,141.091971,58,,AYBW,
Wowobo Airstrip,-7.3405,144.5477,74,Wowobo,AYBX,
Wuyabo Airstrip,-6.8378,145.8732,6400,Wuyabo,AYBY,
Chimbu Airport,-6.024290085,144.970993,4974,Kundiawa,AYCH,CMU
Dobu Airstrip,-6.6305,144.6383,3115,Dobu,AYDD,
Kondobol Airport,-8.5336,142.5049,132,Kondobol,AYDL,KPF
Dinangat Airport,-6.1546,146.6772,5309,Dinangat,AYDN,DNU
Doini Airport,-10.7009,150.7218,31,Castori Islets,AYDO,DOI
Tsendiap Airstrip,-5.3599,144.4462,1565,Tsendiap,AYDP,
Dimisisi Airstrip,-8.6298,142.2162,166,Dimisisi,AYDQ,
Dusin Airport,-5.184135,144.411965,6300,Dusin,AYDS,
Daru Airport,-9.086759567,143.2079926,20,Daru,AYDU,DAU
Dewara Airstrip,-8.3802,142.4475,25,Dewara,AYDW,
Sindeni Airstrip,-7.0077,145.7965,5710,Sindeni,AYDY,
Embessa Airport,-9.447,148.7628,131,Embessa,AYEB,EMS
Edwaki Airport,-3.883986,141.792234,190,Yellow River Mission,AYED,XYR
